originregion_name,destinationregion_name,origin_name,destination_name,countryflow_2016
Africa,FmrUSSR,Ivory Coast,other Fmr USSR,0
Africa,FmrUSSR,Ivory Coast,Russia,0
Africa,FmrUSSR,Ivory Coast,Ukraine,0
Africa,FmrUSSR,Ivory Coast,Uzbekistan,0
Africa,FmrUSSR,Cameroon,Armenia,0
Africa,FmrUSSR,Cameroon,Azerbaijan,0
Africa,FmrUSSR,Cameroon,Belarus,0
Africa,FmrUSSR,Cameroon,Kazakhstan,0
Africa,FmrUSSR,Cameroon,other Fmr USSR,0
Africa,FmrUSSR,Cameroon,Russia,0
Africa,FmrUSSR,Cameroon,Ukraine,0
Africa,FmrUSSR,Cameroon,Uzbekistan,0
Africa,FmrUSSR,DR Congo,Armenia,0
Africa,FmrUSSR,DR Congo,Azerbaijan,0
Africa,FmrUSSR,DR Congo,Belarus,0
Africa,FmrUSSR,DR Congo,Kazakhstan,0
Africa,FmrUSSR,DR Congo,other Fmr USSR,0
Africa,FmrUSSR,DR Congo,Russia,0
Africa,FmrUSSR,DR Congo,Ukraine,0
Africa,FmrUSSR,DR Congo,Uzbekistan,0
Africa,FmrUSSR,Algeria,Armenia,0
Africa,FmrUSSR,Algeria,Azerbaijan,0
Africa,FmrUSSR,Algeria,Belarus,0
Africa,FmrUSSR,Algeria,Kazakhstan,0
Africa,FmrUSSR,Algeria,other Fmr USSR,0
Africa,FmrUSSR,Algeria,Russia,0
Africa,FmrUSSR,Algeria,Ukraine,0
Africa,FmrUSSR,Algeria,Uzbekistan,0
Africa,FmrUSSR,Egypt,Armenia,0
Africa,FmrUSSR,Egypt,Azerbaijan,0
Africa,FmrUSSR,Egypt,Belarus,0
Africa,FmrUSSR,Egypt,Kazakhstan,0
Africa,FmrUSSR,Egypt,other Fmr USSR,0
Africa,FmrUSSR,Egypt,Russia,0
Africa,FmrUSSR,Egypt,Ukraine,0
Africa,FmrUSSR,Egypt,Uzbekistan,0
Africa,FmrUSSR,Eritrea,Armenia,0
Africa,FmrUSSR,Eritrea,Azerbaijan,0
Africa,FmrUSSR,Eritrea,Belarus,0
Africa,FmrUSSR,Eritrea,Kazakhstan,0
Africa,FmrUSSR,Eritrea,other Fmr USSR,0
Africa,FmrUSSR,Eritrea,Russia,0
Africa,FmrUSSR,Eritrea,Ukraine,0
Africa,FmrUSSR,Eritrea,Uzbekistan,0
Africa,FmrUSSR,Western Sahara,Armenia,0
Africa,FmrUSSR,Western Sahara,Azerbaijan,0
Africa,FmrUSSR,Western Sahara,Belarus,0
Africa,FmrUSSR,Western Sahara,Kazakhstan,0
Africa,FmrUSSR,Western Sahara,other Fmr USSR,0
Africa,FmrUSSR,Western Sahara,Russia,0
Africa,FmrUSSR,Western Sahara,Ukraine,0
Africa,FmrUSSR,Western Sahara,Uzbekistan,0
Africa,FmrUSSR,Ethiopia,Armenia,0
Africa,FmrUSSR,Ethiopia,Azerbaijan,0
Africa,FmrUSSR,Ethiopia,Belarus,0
Africa,FmrUSSR,Ethiopia,Kazakhstan,0
Africa,FmrUSSR,Ethiopia,other Fmr USSR,0
Africa,FmrUSSR,Ethiopia,Russia,0
Africa,FmrUSSR,Ethiopia,Ukraine,0
Africa,FmrUSSR,Ethiopia,Uzbekistan,0
Africa,FmrUSSR,Kenya,Armenia,0
Africa,FmrUSSR,Kenya,Azerbaijan,0
Africa,FmrUSSR,Kenya,Belarus,0
Africa,FmrUSSR,Kenya,Kazakhstan,0
Africa,FmrUSSR,Kenya,other Fmr USSR,0
Africa,FmrUSSR,Kenya,Russia,0
Africa,FmrUSSR,Kenya,Ukraine,0
Africa,FmrUSSR,Kenya,Uzbekistan,0
Africa,FmrUSSR,Morocco,Armenia,0
Africa,FmrUSSR,Morocco,Azerbaijan,0
Africa,FmrUSSR,Morocco,Belarus,0
Africa,FmrUSSR,Morocco,Kazakhstan,0
Africa,FmrUSSR,Morocco,other Fmr USSR,0
Africa,FmrUSSR,Morocco,Russia,0
Africa,FmrUSSR,Morocco,Ukraine,0
Africa,FmrUSSR,Morocco,Uzbekistan,0
Africa,FmrUSSR,Mali,Armenia,0
Africa,FmrUSSR,Mali,Azerbaijan,0
Africa,FmrUSSR,Mali,Belarus,0
Africa,FmrUSSR,Mali,Kazakhstan,0
Africa,FmrUSSR,Mali,other Fmr USSR,0
Africa,FmrUSSR,Mali,Russia,0
Africa,FmrUSSR,Mali,Ukraine,0
Africa,FmrUSSR,Mali,Uzbekistan,0
Africa,FmrUSSR,Mozambique,Armenia,0
Africa,FmrUSSR,Mozambique,Azerbaijan,0
Africa,FmrUSSR,Mozambique,Belarus,0
Africa,FmrUSSR,Mozambique,Kazakhstan,0
Africa,FmrUSSR,Mozambique,other Fmr USSR,0
Africa,FmrUSSR,Mozambique,Russia,0
Africa,FmrUSSR,Mozambique,Ukraine,0
Africa,FmrUSSR,Mozambique,Uzbekistan,0
Africa,FmrUSSR,Mauritania,Armenia,0
Africa,FmrUSSR,Mauritania,Azerbaijan,0
Africa,FmrUSSR,Mauritania,Belarus,0
Africa,FmrUSSR,Mauritania,Kazakhstan,0
Africa,FmrUSSR,Mauritania,other Fmr USSR,0
Africa,FmrUSSR,Mauritania,Russia,0
Africa,FmrUSSR,Mauritania,Ukraine,0
Africa,FmrUSSR,Mauritania,Uzbekistan,0
Africa,FmrUSSR,Niger,Armenia,0
Africa,FmrUSSR,Niger,Azerbaijan,0
Africa,FmrUSSR,Niger,Belarus,0
Africa,FmrUSSR,Niger,Kazakhstan,0
Africa,FmrUSSR,Niger,other Fmr USSR,0
Africa,FmrUSSR,Niger,Russia,0
Africa,FmrUSSR,Niger,Ukraine,0
Africa,FmrUSSR,Niger,Uzbekistan,0
Africa,FmrUSSR,Nigeria,Armenia,0
Africa,FmrUSSR,Nigeria,Azerbaijan,0
Africa,FmrUSSR,Nigeria,Belarus,0
Africa,FmrUSSR,Nigeria,Kazakhstan,0
Africa,FmrUSSR,Nigeria,other Fmr USSR,0
Africa,FmrUSSR,Nigeria,Russia,0
Africa,FmrUSSR,Nigeria,Ukraine,0
Africa,FmrUSSR,Nigeria,Uzbekistan,0
Africa,FmrUSSR,other Africa,Armenia,0
Africa,FmrUSSR,other Africa,Azerbaijan,0
Africa,FmrUSSR,other Africa,Belarus,0
Africa,FmrUSSR,other Africa,Kazakhstan,0
Africa,FmrUSSR,other Africa,other Fmr USSR,0
Africa,FmrUSSR,other Africa,Russia,0
Africa,FmrUSSR,other Africa,Ukraine,0
Africa,FmrUSSR,other Africa,Uzbekistan,0
Africa,FmrUSSR,Rwanda,Armenia,0
Africa,FmrUSSR,Rwanda,Azerbaijan,0
Africa,FmrUSSR,Rwanda,Belarus,0
Africa,FmrUSSR,Rwanda,Kazakhstan,0
Africa,FmrUSSR,Rwanda,other Fmr USSR,0
Africa,FmrUSSR,Rwanda,Russia,0
Africa,FmrUSSR,Rwanda,Ukraine,0
Africa,FmrUSSR,Rwanda,Uzbekistan,0
Africa,FmrUSSR,Sudan,Armenia,0
Africa,FmrUSSR,Sudan,Azerbaijan,0
Africa,FmrUSSR,Sudan,Belarus,0
Africa,FmrUSSR,Sudan,Kazakhstan,0
Africa,FmrUSSR,Sudan,other Fmr USSR,0
Africa,FmrUSSR,Sudan,Russia,0
Africa,FmrUSSR,Sudan,Ukraine,0
Africa,FmrUSSR,Sudan,Uzbekistan,0
Africa,FmrUSSR,Somalia,Armenia,0
Africa,FmrUSSR,Somalia,Azerbaijan,0
Africa,FmrUSSR,Somalia,Belarus,0
Africa,FmrUSSR,Somalia,Kazakhstan,0
Africa,FmrUSSR,Somalia,other Fmr USSR,0
Africa,FmrUSSR,Somalia,Russia,0
Africa,FmrUSSR,Somalia,Ukraine,0
Africa,FmrUSSR,Somalia,Uzbekistan,0
Africa,FmrUSSR,South Sudan,Armenia,0
Africa,FmrUSSR,South Sudan,Azerbaijan,0
Africa,FmrUSSR,South Sudan,Belarus,0
Africa,FmrUSSR,South Sudan,Kazakhstan,0
Africa,FmrUSSR,South Sudan,other Fmr USSR,0
Africa,FmrUSSR,South Sudan,Russia,0
Africa,FmrUSSR,South Sudan,Ukraine,0
Africa,FmrUSSR,South Sudan,Uzbekistan,0
Africa,FmrUSSR,Chad,Armenia,0
Africa,FmrUSSR,Chad,Azerbaijan,0
Africa,FmrUSSR,Chad,Belarus,0
Africa,FmrUSSR,Chad,Kazakhstan,0
Africa,FmrUSSR,Chad,other Fmr USSR,0
Africa,FmrUSSR,Chad,Russia,0
Africa,FmrUSSR,Chad,Ukraine,0
Africa,FmrUSSR,Chad,Uzbekistan,0
Africa,FmrUSSR,Tanzania,Armenia,0
Africa,FmrUSSR,Tanzania,Azerbaijan,0
Africa,FmrUSSR,Tanzania,Belarus,0
Africa,FmrUSSR,Tanzania,Kazakhstan,0
Africa,FmrUSSR,Tanzania,other Fmr USSR,0
Africa,FmrUSSR,Tanzania,Russia,0
Africa,FmrUSSR,Tanzania,Ukraine,0
Africa,FmrUSSR,Tanzania,Uzbekistan,0
Africa,FmrUSSR,Uganda,Armenia,0
Africa,FmrUSSR,Uganda,Azerbaijan,0
Africa,FmrUSSR,Uganda,Belarus,0
Africa,FmrUSSR,Uganda,Kazakhstan,0
Africa,FmrUSSR,Uganda,other Fmr USSR,0
Africa,FmrUSSR,Uganda,Russia,0
Africa,FmrUSSR,Uganda,Ukraine,0
Africa,FmrUSSR,Uganda,Uzbekistan,0
Africa,FmrUSSR,South Africa,Armenia,0
Africa,FmrUSSR,South Africa,Azerbaijan,0
Africa,FmrUSSR,South Africa,Belarus,0
Africa,FmrUSSR,South Africa,Kazakhstan,0
Africa,FmrUSSR,South Africa,other Fmr USSR,0
Africa,FmrUSSR,South Africa,Russia,0
Africa,FmrUSSR,South Africa,Ukraine,0
Africa,FmrUSSR,South Africa,Uzbekistan,0
Africa,FmrUSSR,Zimbabwe,Armenia,0
Africa,FmrUSSR,Zimbabwe,Azerbaijan,0
Africa,FmrUSSR,Zimbabwe,Belarus,0
Africa,FmrUSSR,Zimbabwe,Kazakhstan,0
Africa,FmrUSSR,Zimbabwe,other Fmr USSR,0
Africa,FmrUSSR,Zimbabwe,Russia,0
Africa,FmrUSSR,Zimbabwe,Ukraine,0
Africa,FmrUSSR,Zimbabwe,Uzbekistan,0
Africa,WestAsia,Burundi,United Arab Emirates,0
Africa,WestAsia,Burundi,Bahrain,0
Africa,WestAsia,Burundi,Iraq,0
Africa,WestAsia,Burundi,Israel,0
Africa,WestAsia,Burundi,Jordan,0
Africa,WestAsia,Burundi,Lebanon,0
Africa,WestAsia,Burundi,other West Asia,0
Africa,WestAsia,Burundi,Palestina,0
Africa,WestAsia,Burundi,Qatar,0
Africa,WestAsia,Burundi,Saudi Arabia,0
Africa,WestAsia,Burundi,Syria,0
Africa,WestAsia,Burundi,Turkey,0
Africa,WestAsia,Burundi,Yemen,0
Africa,WestAsia,Burkina Faso,United Arab Emirates,0
Africa,WestAsia,Burkina Faso,Bahrain,0
Africa,WestAsia,Burkina Faso,Iraq,0
Africa,WestAsia,Burkina Faso,Israel,0
Africa,WestAsia,Burkina Faso,Jordan,0
Africa,WestAsia,Burkina Faso,Lebanon,0
Africa,WestAsia,Burkina Faso,other West Asia,0
Africa,WestAsia,Burkina Faso,Palestina,0
Africa,WestAsia,Burkina Faso,Qatar,0
Africa,WestAsia,Burkina Faso,Saudi Arabia,0
Africa,WestAsia,Burkina Faso,Syria,0
Africa,WestAsia,Burkina Faso,Turkey,0
Africa,WestAsia,Burkina Faso,Yemen,0
Africa,WestAsia,Central African Republic,United Arab Emirates,0
Africa,WestAsia,Central African Republic,Bahrain,0
Africa,WestAsia,Central African Republic,Iraq,0
Africa,WestAsia,Central African Republic,Israel,0
Africa,WestAsia,Central African Republic,Jordan,0
Africa,WestAsia,Central African Republic,Lebanon,0
Africa,WestAsia,Central African Republic,other West Asia,0
Africa,WestAsia,Central African Republic,Palestina,0
Africa,WestAsia,Central African Republic,Qatar,0
Africa,WestAsia,Central African Republic,Saudi Arabia,0
Africa,WestAsia,Central African Republic,Syria,0
Africa,WestAsia,Central African Republic,Turkey,0
Africa,WestAsia,Central African Republic,Yemen,0
Africa,WestAsia,Ivory Coast,United Arab Emirates,0
Africa,WestAsia,Ivory Coast,Bahrain,0
Africa,WestAsia,Ivory Coast,Iraq,0
Africa,WestAsia,Ivory Coast,Israel,0
Africa,WestAsia,Ivory Coast,Jordan,0
Africa,WestAsia,Ivory Coast,Lebanon,0
Africa,WestAsia,Ivory Coast,other West Asia,0
Africa,WestAsia,Ivory Coast,Palestina,0
Africa,WestAsia,Ivory Coast,Qatar,0
Africa,WestAsia,Ivory Coast,Saudi Arabia,0
Africa,WestAsia,Ivory Coast,Syria,0
Africa,WestAsia,Ivory Coast,Turkey,0
Africa,WestAsia,Ivory Coast,Yemen,0
Africa,WestAsia,Cameroon,United Arab Emirates,0
Africa,WestAsia,Cameroon,Bahrain,0
Africa,WestAsia,Cameroon,Iraq,0
Africa,WestAsia,Cameroon,Israel,0
Africa,WestAsia,Cameroon,Jordan,0
Africa,WestAsia,Cameroon,Lebanon,0
Africa,WestAsia,Cameroon,other West Asia,0
Africa,WestAsia,Cameroon,Palestina,0
Africa,WestAsia,Cameroon,Qatar,0
Africa,WestAsia,Cameroon,Saudi Arabia,0
Africa,WestAsia,Cameroon,Syria,0
Africa,WestAsia,Cameroon,Turkey,0
Africa,WestAsia,Cameroon,Yemen,0
Africa,WestAsia,DR Congo,United Arab Emirates,0
Africa,WestAsia,DR Congo,Bahrain,0
Africa,WestAsia,DR Congo,Iraq,0
Africa,WestAsia,DR Congo,Israel,0
Africa,WestAsia,DR Congo,Jordan,0
Africa,WestAsia,DR Congo,Lebanon,0
Africa,WestAsia,DR Congo,other West Asia,0
Africa,WestAsia,DR Congo,Palestina,0
Africa,WestAsia,DR Congo,Qatar,0
Africa,WestAsia,DR Congo,Saudi Arabia,0
Africa,WestAsia,DR Congo,Syria,0
Africa,WestAsia,DR Congo,Turkey,0
Africa,WestAsia,DR Congo,Yemen,0
Africa,WestAsia,Algeria,United Arab Emirates,0
Africa,WestAsia,Algeria,Bahrain,0
Africa,WestAsia,Algeria,Iraq,0
Africa,WestAsia,Algeria,Israel,0
Africa,WestAsia,Algeria,Jordan,0
Africa,WestAsia,Algeria,Lebanon,0
Africa,WestAsia,Algeria,other West Asia,0
Africa,WestAsia,Algeria,Palestina,0
Africa,WestAsia,Algeria,Qatar,0
Africa,WestAsia,Algeria,Saudi Arabia,0
Africa,WestAsia,Algeria,Syria,0
Africa,WestAsia,Algeria,Turkey,0
Africa,WestAsia,Algeria,Yemen,0
Africa,WestAsia,Egypt,United Arab Emirates,0
Africa,WestAsia,Egypt,Bahrain,0
Africa,WestAsia,Egypt,Iraq,0
Africa,WestAsia,Egypt,Israel,0
Africa,WestAsia,Egypt,Jordan,0
Africa,WestAsia,Egypt,Lebanon,0
Africa,WestAsia,Egypt,other West Asia,0
Africa,WestAsia,Egypt,Palestina,0
Africa,WestAsia,Egypt,Qatar,0
Africa,WestAsia,Egypt,Saudi Arabia,0
Africa,WestAsia,Egypt,Syria,0
Africa,WestAsia,Egypt,Turkey,0
Africa,WestAsia,Egypt,Yemen,0
Africa,WestAsia,Eritrea,United Arab Emirates,0
Africa,WestAsia,Eritrea,Bahrain,0
Africa,WestAsia,Eritrea,Iraq,0
Africa,WestAsia,Eritrea,Israel,31708
Africa,WestAsia,Eritrea,Jordan,0
Africa,WestAsia,Eritrea,Lebanon,0
Africa,WestAsia,Eritrea,other West Asia,0
Africa,WestAsia,Eritrea,Palestina,0
Africa,WestAsia,Eritrea,Qatar,0
Africa,WestAsia,Eritrea,Saudi Arabia,0
Africa,WestAsia,Eritrea,Syria,0
Africa,WestAsia,Eritrea,Turkey,0
Africa,WestAsia,Eritrea,Yemen,1278
Africa,WestAsia,Western Sahara,United Arab Emirates,0
Africa,WestAsia,Western Sahara,Bahrain,0
Africa,WestAsia,Western Sahara,Iraq,0
Africa,WestAsia,Western Sahara,Israel,0
Africa,WestAsia,Western Sahara,Jordan,0
Africa,WestAsia,Western Sahara,Lebanon,0
Africa,WestAsia,Western Sahara,other West Asia,0
Africa,WestAsia,Western Sahara,Palestina,0
Africa,WestAsia,Western Sahara,Qatar,0
Africa,WestAsia,Western Sahara,Saudi Arabia,0
Africa,WestAsia,Western Sahara,Syria,0
Africa,WestAsia,Western Sahara,Turkey,0
Africa,WestAsia,Western Sahara,Yemen,0
Africa,WestAsia,Ethiopia,United Arab Emirates,0
Africa,WestAsia,Ethiopia,Bahrain,0
Africa,WestAsia,Ethiopia,Iraq,0
Africa,WestAsia,Ethiopia,Israel,0
Africa,WestAsia,Ethiopia,Jordan,0
Africa,WestAsia,Ethiopia,Lebanon,0
Africa,WestAsia,Ethiopia,other West Asia,0
Africa,WestAsia,Ethiopia,Palestina,0
Africa,WestAsia,Ethiopia,Qatar,0
Africa,WestAsia,Ethiopia,Saudi Arabia,0
Africa,WestAsia,Ethiopia,Syria,0
Africa,WestAsia,Ethiopia,Turkey,0
Africa,WestAsia,Ethiopia,Yemen,5645
Africa,WestAsia,Kenya,United Arab Emirates,0
Africa,WestAsia,Kenya,Bahrain,0
Africa,WestAsia,Kenya,Iraq,0
Africa,WestAsia,Kenya,Israel,0
Africa,WestAsia,Kenya,Jordan,0
Africa,WestAsia,Kenya,Lebanon,0
Africa,WestAsia,Kenya,other West Asia,0
Africa,WestAsia,Kenya,Palestina,0
Africa,WestAsia,Kenya,Qatar,0
Africa,WestAsia,Kenya,Saudi Arabia,0
Africa,WestAsia,Kenya,Syria,0
Africa,WestAsia,Kenya,Turkey,0
Africa,WestAsia,Kenya,Yemen,0
Africa,WestAsia,Morocco,United Arab Emirates,0
Africa,WestAsia,Morocco,Bahrain,0
Africa,WestAsia,Morocco,Iraq,0
Africa,WestAsia,Morocco,Israel,0
Africa,WestAsia,Morocco,Jordan,0
Africa,WestAsia,Morocco,Lebanon,0
Africa,WestAsia,Morocco,other West Asia,0
Africa,WestAsia,Morocco,Palestina,0
Africa,WestAsia,Morocco,Qatar,0
Africa,WestAsia,Morocco,Saudi Arabia,0
Africa,WestAsia,Morocco,Syria,0
Africa,WestAsia,Morocco,Turkey,0
Africa,WestAsia,Morocco,Yemen,0
Africa,WestAsia,Mali,United Arab Emirates,0
Africa,WestAsia,Mali,Bahrain,0
Africa,WestAsia,Mali,Iraq,0
Africa,WestAsia,Mali,Israel,0
Africa,WestAsia,Mali,Jordan,0
Africa,WestAsia,Mali,Lebanon,0
Africa,WestAsia,Mali,other West Asia,0
Africa,WestAsia,Mali,Palestina,0
Africa,WestAsia,Mali,Qatar,0
Africa,WestAsia,Mali,Saudi Arabia,0
Africa,WestAsia,Mali,Syria,0
Africa,WestAsia,Mali,Turkey,0
Africa,WestAsia,Mali,Yemen,0
Africa,WestAsia,Mozambique,United Arab Emirates,0
Africa,WestAsia,Mozambique,Bahrain,0
Africa,WestAsia,Mozambique,Iraq,0
Africa,WestAsia,Mozambique,Israel,0
Africa,WestAsia,Mozambique,Jordan,0
Africa,WestAsia,Mozambique,Lebanon,0
Africa,WestAsia,Mozambique,other West Asia,0
Africa,WestAsia,Mozambique,Palestina,0
Africa,WestAsia,Mozambique,Qatar,0
Africa,WestAsia,Mozambique,Saudi Arabia,0
Africa,WestAsia,Mozambique,Syria,0
Africa,WestAsia,Mozambique,Turkey,0
Africa,WestAsia,Mozambique,Yemen,0
Africa,WestAsia,Mauritania,United Arab Emirates,0
Africa,WestAsia,Mauritania,Bahrain,0
Africa,WestAsia,Mauritania,Iraq,0
Africa,WestAsia,Mauritania,Israel,0
Africa,WestAsia,Mauritania,Jordan,0
Africa,WestAsia,Mauritania,Lebanon,0
Africa,WestAsia,Mauritania,other West Asia,0
Africa,WestAsia,Mauritania,Palestina,0
Africa,WestAsia,Mauritania,Qatar,0
Africa,WestAsia,Mauritania,Saudi Arabia,0
Africa,WestAsia,Mauritania,Syria,0
Africa,WestAsia,Mauritania,Turkey,0
Africa,WestAsia,Mauritania,Yemen,0
Africa,WestAsia,Niger,United Arab Emirates,0
Africa,WestAsia,Niger,Bahrain,0
Africa,WestAsia,Niger,Iraq,0
Africa,WestAsia,Niger,Israel,0
Africa,WestAsia,Niger,Jordan,0
Africa,WestAsia,Niger,Lebanon,0
Africa,WestAsia,Niger,other West Asia,0
Africa,WestAsia,Niger,Palestina,0
Africa,WestAsia,Niger,Qatar,0
Africa,WestAsia,Niger,Saudi Arabia,0
Africa,WestAsia,Niger,Syria,0
Africa,WestAsia,Niger,Turkey,0
Africa,WestAsia,Niger,Yemen,0
Africa,WestAsia,Nigeria,United Arab Emirates,0
Africa,WestAsia,Nigeria,Bahrain,0
Africa,WestAsia,Nigeria,Iraq,0
Africa,WestAsia,Nigeria,Israel,0
Africa,WestAsia,Nigeria,Jordan,0
Africa,WestAsia,Nigeria,Lebanon,0
Africa,WestAsia,Nigeria,other West Asia,0
Africa,WestAsia,Nigeria,Palestina,0
Africa,WestAsia,Nigeria,Qatar,0
Africa,WestAsia,Nigeria,Saudi Arabia,0
Africa,WestAsia,Nigeria,Syria,0
Africa,WestAsia,Nigeria,Turkey,0
Africa,WestAsia,Nigeria,Yemen,0
Africa,WestAsia,other Africa,United Arab Emirates,0
Africa,WestAsia,other Africa,Bahrain,0
Africa,WestAsia,other Africa,Iraq,0
Africa,WestAsia,other Africa,Israel,0
Africa,WestAsia,other Africa,Jordan,0
Africa,WestAsia,other Africa,Lebanon,0
Africa,WestAsia,other Africa,other West Asia,0
Africa,WestAsia,other Africa,Palestina,0
Africa,WestAsia,other Africa,Qatar,0
Africa,WestAsia,other Africa,Saudi Arabia,0
Africa,WestAsia,other Africa,Syria,0
Africa,WestAsia,other Africa,Turkey,0
Africa,WestAsia,other Africa,Yemen,0
Africa,WestAsia,Rwanda,United Arab Emirates,0
Africa,WestAsia,Rwanda,Bahrain,0
Africa,WestAsia,Rwanda,Iraq,0
Africa,WestAsia,Rwanda,Israel,0
Africa,WestAsia,Rwanda,Jordan,0
Africa,WestAsia,Rwanda,Lebanon,0
Africa,WestAsia,Rwanda,other West Asia,0
Africa,WestAsia,Rwanda,Palestina,0
Africa,WestAsia,Rwanda,Qatar,0
Africa,WestAsia,Rwanda,Saudi Arabia,0
Africa,WestAsia,Rwanda,Syria,0
Africa,WestAsia,Rwanda,Turkey,0
Africa,WestAsia,Rwanda,Yemen,0
Africa,WestAsia,Sudan,United Arab Emirates,0
Africa,WestAsia,Sudan,Bahrain,0
Africa,WestAsia,Sudan,Iraq,0
Africa,WestAsia,Sudan,Israel,6333
Africa,WestAsia,Sudan,Jordan,1815
Africa,WestAsia,Sudan,Lebanon,0
Africa,WestAsia,Sudan,other West Asia,0
Africa,WestAsia,Sudan,Palestina,0
Africa,WestAsia,Sudan,Qatar,0
Africa,WestAsia,Sudan,Saudi Arabia,0
Africa,WestAsia,Sudan,Syria,0
Africa,WestAsia,Sudan,Turkey,0
Africa,WestAsia,Sudan,Yemen,0
Africa,WestAsia,Somalia,United Arab Emirates,0
Africa,WestAsia,Somalia,Bahrain,0
Africa,WestAsia,Somalia,Iraq,0
Africa,WestAsia,Somalia,Israel,0
Africa,WestAsia,Somalia,Jordan,0
Africa,WestAsia,Somalia,Lebanon,0
Africa,WestAsia,Somalia,other West Asia,0
Africa,WestAsia,Somalia,Palestina,0
Africa,WestAsia,Somalia,Qatar,0
Africa,WestAsia,Somalia,Saudi Arabia,0
Africa,WestAsia,Somalia,Syria,0
Africa,WestAsia,Somalia,Turkey,2364
Africa,WestAsia,Somalia,Yemen,253215
Africa,WestAsia,South Sudan,United Arab Emirates,0
Africa,WestAsia,South Sudan,Bahrain,0
Africa,WestAsia,South Sudan,Iraq,0
Africa,WestAsia,South Sudan,Israel,0
Africa,WestAsia,South Sudan,Jordan,0
Africa,WestAsia,South Sudan,Lebanon,0
Africa,WestAsia,South Sudan,other West Asia,0
Africa,WestAsia,South Sudan,Palestina,0
Africa,WestAsia,South Sudan,Qatar,0
Africa,WestAsia,South Sudan,Saudi Arabia,0
Africa,WestAsia,South Sudan,Syria,0
Africa,WestAsia,South Sudan,Turkey,0
Africa,WestAsia,South Sudan,Yemen,0
Africa,WestAsia,Chad,United Arab Emirates,0
Africa,WestAsia,Chad,Bahrain,0
Africa,WestAsia,Chad,Iraq,0
Africa,WestAsia,Chad,Israel,0
Africa,WestAsia,Chad,Jordan,0
Africa,WestAsia,Chad,Lebanon,0
Africa,WestAsia,Chad,other West Asia,0
Africa,WestAsia,Chad,Palestina,0
Africa,WestAsia,Chad,Qatar,0
Africa,WestAsia,Chad,Saudi Arabia,0
Africa,WestAsia,Chad,Syria,0
Africa,WestAsia,Chad,Turkey,0
Africa,WestAsia,Chad,Yemen,0
Africa,WestAsia,Tanzania,United Arab Emirates,0
Africa,WestAsia,Tanzania,Bahrain,0
Africa,WestAsia,Tanzania,Iraq,0
Africa,WestAsia,Tanzania,Israel,0
Africa,WestAsia,Tanzania,Jordan,0
Africa,WestAsia,Tanzania,Lebanon,0
Africa,WestAsia,Tanzania,other West Asia,0
Africa,WestAsia,Tanzania,Palestina,0
Africa,WestAsia,Tanzania,Qatar,0
Africa,WestAsia,Tanzania,Saudi Arabia,0
Africa,WestAsia,Tanzania,Syria,0
Africa,WestAsia,Tanzania,Turkey,0
Africa,WestAsia,Tanzania,Yemen,0
Africa,WestAsia,Uganda,United Arab Emirates,0
Africa,WestAsia,Uganda,Bahrain,0
Africa,WestAsia,Uganda,Iraq,0
Africa,WestAsia,Uganda,Israel,0
Africa,WestAsia,Uganda,Jordan,0
Africa,WestAsia,Uganda,Lebanon,0
Africa,WestAsia,Uganda,other West Asia,0
Africa,WestAsia,Uganda,Palestina,0
Africa,WestAsia,Uganda,Qatar,0
Africa,WestAsia,Uganda,Saudi Arabia,0
Africa,WestAsia,Uganda,Syria,0
Africa,WestAsia,Uganda,Turkey,0
Africa,WestAsia,Uganda,Yemen,0
Africa,WestAsia,South Africa,United Arab Emirates,0
Africa,WestAsia,South Africa,Bahrain,0
Africa,WestAsia,South Africa,Iraq,0
Africa,WestAsia,South Africa,Israel,0
Africa,WestAsia,South Africa,Jordan,0
Africa,WestAsia,South Africa,Lebanon,0
Africa,WestAsia,South Africa,other West Asia,0
Africa,WestAsia,South Africa,Palestina,0
Africa,WestAsia,South Africa,Qatar,0
Africa,WestAsia,South Africa,Saudi Arabia,0
Africa,WestAsia,South Africa,Syria,0
Africa,WestAsia,South Africa,Turkey,0
Africa,WestAsia,South Africa,Yemen,0
Africa,WestAsia,Zimbabwe,United Arab Emirates,0
Africa,WestAsia,Zimbabwe,Bahrain,0
Africa,WestAsia,Zimbabwe,Iraq,0
Africa,WestAsia,Zimbabwe,Israel,0
Africa,WestAsia,Zimbabwe,Jordan,0
Africa,WestAsia,Zimbabwe,Lebanon,0
Africa,WestAsia,Zimbabwe,other West Asia,0
Africa,WestAsia,Zimbabwe,Palestina,0
Africa,WestAsia,Zimbabwe,Qatar,0
Africa,WestAsia,Zimbabwe,Saudi Arabia,0
Africa,WestAsia,Zimbabwe,Syria,0
Africa,WestAsia,Zimbabwe,Turkey,0
Africa,WestAsia,Zimbabwe,Yemen,0
Africa,SouthAsia,Burundi,Afghanistan,0
Africa,SouthAsia,Burundi,Bangladesh,0
Africa,SouthAsia,Burundi,India,0
Africa,SouthAsia,Burundi,Iran,0
Africa,SouthAsia,Burundi,Sri Lanka,0
Africa,SouthAsia,Burundi,other South Asia,0
Africa,SouthAsia,Burundi,Pakistan,0
Africa,SouthAsia,Burkina Faso,Afghanistan,0
Africa,SouthAsia,Burkina Faso,Bangladesh,0
Africa,SouthAsia,Burkina Faso,India,0
Africa,SouthAsia,Burkina Faso,Iran,0
